https://en.wikipedia.org/wiki/Lindsey_Stirling|Lindsey Stirling|NULL|dsey Stirling|Electronic music
https://en.wikipedia.org/wiki/Taylor_Davis_(violinist)|Taylor Davis|NULL|Taylor Davis|       = Video game music, classical music, film score, anime music

https://en.wikipedia.org/wiki/Falamansa||NULL||
https://en.wikipedia.org/wiki/Twenty_One_Pilots|Twenty One Pilots|Columbus|U.S.|Alternative hip hop
https://en.wikipedia.org/wiki/Simple_Plan|Simple Plan|Montreal|Canada| = <!-- All of these genres are sourced in the musical style section. Do not change without a source or discussion!-->
flatlist
https://en.wikipedia.org/wiki/Beyonc%C3%A9|Beyoncé|Houston|U.S.|Contemporary R&B
https://en.wikipedia.org/wiki/Britney_Spears|Britney Spears|McComb|U.S.|    = McComb, Mississippi, U.S.

https://en.wikipedia.org/wiki/Farofa||NULL||
https://en.wikipedia.org/wiki/Santiano_(band)|Santiano|Schleswig-Holstein|Germany|Schleswig-Holstein| = Sea shanty
https://en.wikipedia.org/wiki/Ye_Banished_Privateers||Umeå|Sweden| = Folk music
https://en.wikipedia.org/wiki/Heidevolk|Heidevolk|Arnhem|Netherlands |               = Folk metal, Viking metal, heavy metal music
https://en.wikipedia.org/wiki/S%C3%B3lstafir|Sólstafir|NULL|Iceland|               = Post-metal, post-rock, nowrap
https://en.wikipedia.org/wiki/Bruno_Mars|Bruno Mars|NULL|Bruno Mars|Contemporary R&B
https://en.wikipedia.org/wiki/Hillsong_Worship|Hillsong Worship|Sydney|Australia|           = contemporary worship music
https://en.wikipedia.org/wiki/Aerosmith|Aerosmith|Boston|United States|Hard rock
https://en.wikipedia.org/wiki/Jesus_Culture|Jesus Culture|NULL|Jesus Culture|= Jesus Culture

https://en.wikipedia.org/wiki/Ensiferum|Ensiferum|Helsinki|Finland|           = Folk metal,<ref>cite web 
https://en.wikipedia.org/wiki/Epica_(band)|Epica|Reuver|Netherlands|              = Symphonic metal

https://en.wikipedia.org/wiki/Amon_Amarth|Amon Amarth|Tumba|Sweden|               = Melodic death metal <!-- Including Viking metal here is controversial because the genre is typically rooted in black metal and folk music, whereas Amon Amarth — who have rejected the label — perform a death metal style and are only connected to the genre through lyrical themes. See the "genres" section of this article for more details. -->

https://en.wikipedia.org/wiki/Mot%C3%B6rhead|Motörhead|London|England|Heavy metal music
